pmcid,pmid,doi,year,journal,title,is_rct,pub_types,n_code,n_data,code_urls,data_urls,on_request_only,das
PMC12967356,41700620,10.1177/17448069261427979,2026,Molecular pain,"Beyond restless sleep: A cross-sectional study of obstructive sleep apnea risk, aging biomarkers, and chronic low back pain",False,research-article Journal Article,0,0,,,False,
PMC12936652,41672492,10.2196/87613,2026,JMIR research protocols,Quantitative Understanding of Advanced Novel Imaging Techniques for Fasciitis and Biosignature Yield (Quantify): Protocol for a Cross-Sectional Diagnostic Study,False,Clinical Trial Protocol research-article Journal Article,0,0,,,False,"Data Availability Statement In compliance with the findability, accessibility, interoperability, and reusability principles, data will be deposited in the University of Iowa’s open access institutional repository, Iowa Research Online. This repository is maintained by the University of Iowa Libraries to preserve and share scholarly work. Individual participant data will be shared upon publication. Primary outcome data and all information necessary to validate the research findings of this study will be preserved and made available to support reproducibility and facilitate further research that builds upon these results. In compliance with the findability, accessibility, interoperability, and reusability principles, data will be deposited in the University of Iowa’s open access institutional repository, Iowa Research Online. This repository is maintained by the University of Iowa Libraries to preserve and share scholarly work. Individual participant data will be shared upon publication."
PMC12726843,41416991,10.5281/zenodo.17477937,2026,Revista medica del Instituto Mexicano del Seguro Social,[Pharmacological adherence and cardiometabolic goals in successfully reperfused acute myocardial infarction],False,research-article Journal Article English Abstract Observational Study,0,0,,,False,
PMC13073986,41976871,10.3390/jcm15072573,2026,Journal of clinical medicine,Effectiveness on Frailty of an eHealth-Based Rehabilitation Program in Older People with Acute Heart Failure and/or Acute Coronary Syndrome: Study Protocol for a Randomized Trial and Baseline Data of ,False,research-article Journal Article,0,0,,,True,Data Availability Statement The data presented in this study are available on request from the corresponding author. The data are not publicly available due to privacy and ethical restrictions. The data presented in this study are available on request from the corresponding author. The data are not publicly available due to privacy and ethical restrictions. The data presented in this study are available on request from the corresponding author. The data are not publicly available due to privacy and ethical restrictions.
PMC13214063,42192374,10.1186/s12916-026-04956-z,2026,BMC medicine,Handgrip weakness is associated with motor cortex atrophy in rheumatoid arthritis: a cross-sectional study with a hand exercise intervention,False,research-article Journal Article Observational Study,0,0,,,True,"Data availability The RNA sequencing datasets generated and analysed during the current study are available in the NCBI GEO repository with accession [ GSE201670 ](https:/www.ncbi.nlm.nih.gov/geo/query/acc.cgi? acc= GSE201670 ) (CD14⁺) and [ GSE201669 ](https:/www.ncbi.nlm.nih.gov/geo/query/acc.cgi? acc= GSE201669 ) (CD4⁺).Due to ethical and legal restrictions related to patient confidentiality and the handling of pseudonymised MRI data under GDPR, the imaging and associated clinical datasets are not publicly available. Data may be made available upon reasonable request to the corresponding author, subject to review of a research proposal, relevant ethical approval, and a data use agreement to ensure compliance with data protection and ethical requirements."
PMC12835237,41588020,10.1038/s41598-025-23760-y,2026,Scientific reports,Serum extracellular vesicle RNA profiles in long COVID: insights from exercise-induced gene modulation,False,Clinical Trial research-article Journal Article,0,0,,,False,Data Availability Statement Data are available with appropriate requests to the corresponding author. Data are available with appropriate requests to the corresponding author. Data are available with appropriate requests to the corresponding author.
PMC12939045,41749517,10.3390/children13020161,2026,"Children (Basel, Switzerland)","Artificial Intelligence in the Evaluation and Intervention of Developmental Coordination Disorder: A Scoping Review of Methods, Clinical Purposes, and Future Directions",False,review-article Review Journal Article,0,0,,,False,Data Availability Statement No new data were created or analyzed in this study.
PMC12061182,40338890,10.1371/journal.pmed.1004577,2025,PLoS medicine,"Change in willingness for surgery and risk of joint replacement after an education and exercise program for hip/knee osteoarthritis: A longitudinal cohort study of 55,059 people",False,research-article Journal Article,0,0,,,False,"Data Availability Statement The dataset of this includes data from the Swedish Osteoarthris Register, Swedish Drug Register, National Patient Register and Swedish Arthroplasty register, provided to the researchers through a restricted-access agreement that prevents sharing the dataset with a third party or publicly. Individual-level data of patients included in this paper after deidentification are considered sensitive and will not be shared. However, the individual-level data are accessible to authorized researchers after ethical approval and application to https://bestalladata.socialstyrelsen.se/bestalla-microdata-for-statistikandamal/ (contact: registerservice@socialstyrelsen.se) and https://etjanst.halsodatabestallning.vgregion.se/ (contact: regionalvardanalys@vgregion.se). The dataset of this includes data from the Swedish Osteoarthris Register, Swedish Drug Register, National Patient Register and Swedish Arthroplasty register, provided to the researchers through a restricted-acce"
PMC12591423,41196855,10.1371/journal.pone.0326012,2025,PloS one,Study protocol for a mixed-methods pilot of a physiotherapy plus education program for inpatients with major depressive disorder: Feasibility and preliminary effects,False,Clinical Trial research-article Journal Article,0,0,,,False,"As this document is a research protocol, data have not yet been collected. In compliance with the PLOS ONE data availability policy, all raw quantitative data, codebooks, and statistical analysis scripts will be deposited in the open-access repository Zenodo once the study is completed and the analysis is finalized. A unique digital object identifier (DOI) and the direct link to the dataset will be provided in the final manuscript that results from this protocol. If ethical restrictions prevent the full deposition of data, an alternative mechanism for data access (e.g., an independent data access committee) will be described in the final manuscript. As this document is a research protocol, data have not yet been collected. In compliance with the PLOS ONE data availability policy, all raw quantitative data, codebooks, and statistical analysis scripts will be deposited in the open-access repository Zenodo once the study is completed and the analysis is finalized. A unique digital object "
PMC12548582,41125266,10.1136/bmjopen-2024-094428,2025,BMJ open,The impact of catastrophic thinking on postural stability in individuals with chronic non-specific neck pain: a cross-sectional study in a clinical setting,False,research-article Journal Article Observational Study,0,0,,,False,"Data Availability Statement Data are available in a public, open access repository. Data are available in a public, open access repository. Data are available in a public, open access repository. The dataset supporting the conclusions of this study is openly available in Zenodo at DOI: 10.5281/zenodo. 12161842, which includes all versions."
PMC12340934,40785063,10.1080/17482631.2025.2545674,2025,International journal of qualitative studies on health ,Functionally oriented music therapy (FMT) in the treatment of long-term musculoskeletal pain. A qualitative observational study,False,research-article Journal Article Observational Study,0,0,,,False,
PMC12265837,40664415,10.1136/bmjopen-2024-095132,2025,BMJ open,"Socioeconomic inequalities in outcomes, experiences and treatment among adults consulting primary care for a musculoskeletal pain condition: a prospective cohort study",False,research-article Multicenter Study Journal Article Observational Study,0,0,,,True,"Data availability statement Data are available upon reasonable request. Data are available upon reasonable request. Keele University is a member of the UK Reproducibility Network and is committed to the principles of the UK Concordat on Open Research Data. The School of Medicine and Keele Clinical Trials Unit make data available to bona fide researchers upon reasonable request via open or restricted access through a strictly controlled access procedure. In the first instance, data requests and enquiries should be directed to medicine.datasharing@keele.ac.uk."
PMC12131943,40465937,10.1590/1516-3180-2024.0040.r1.13082024,2025,Sao Paulo medical journal = Revista paulista de medicin,"Effect of heat therapy compared with strength training on metabolic profile, heat shock response, inflammation, cardiovascular responses and microbiota in individuals with type 2 diabetes: study proto",False,"Clinical Trial Protocol Research Support, Non-U.S. Gov't research-arti",0,0,,,False,
PMC12323289,40762388,10.1002/ejp.70098,2025,"European journal of pain (London, England)",Patient Characteristics Are Associated With Differences in Perceptions of Reassurance After a Consultation for Low Back Pain: Analysis of an Observational Study in Primary Care,False,research-article Journal Article Observational Study,0,0,,,False,
PMC12462523,40382776,10.1016/j.tjfa.2025.100052,2025,The Journal of frailty & aging,Association between frailty and physical function recovery of people who received physiotherapy early rehabilitation during acute hospitalisation: An observational cohort study,False,research-article Journal Article Observational Study,0,0,,,False,
PMC12447351,40978305,10.1002/hsr2.71267,2025,Health science reports,Association Between Spinal Manipulative Therapy for Low Back Pain With or Without Sciatica and Opioid Use Disorder: A Retrospective Cohort Study,False,research-article Journal Article,0,0,,,False,"Data Availability Statement The data that support the findings of this study are openly available in figshare at https://doi.org/10.6084/m9.figshare.28431131 . Minimal, deidentified, aggregated datasets used for the baseline characteristics, our primary outcome, and propensity score density and cumulative incidences are available in a public figshare repository ( https://doi.org/10.6084/m9.figshare.28431131 ). The data that support the findings of this study are openly available in figshare at https://doi.org/10.6084/m9.figshare.28431131 . Minimal, deidentified, aggregated datasets used for the baseline characteristics, our primary outcome, and propensity score density and cumulative incidences are available in a public figshare repository ( https://doi.org/10.6084/m9.figshare.28431131 )."
PMC12289706,40717955,10.3389/fpubh.2025.1617732,2025,Frontiers in public health,Association of weight-adjusted waist index and body mass index with chronic low back pain in American adults: a retrospective cohort study and predictive model development based on machine learning al,False,research-article Journal Article,0,0,,,False,Data availability statement Publicly available datasets were analyzed in this study. This data can be found here: www.cdc.gov/nchs/nhanes/index.html . Publicly available datasets were analyzed in this study. This data can be found here: www.cdc.gov/nchs/nhanes/index.html .
PMC12744209,41467085,10.12688/hrbopenres.14086.3,2025,HRB open research,Oral nutritional supplement combined with an online resistance training programme to improve physical function and nutritional status in older adults receiving home care and at risk of sarcopenia:  pr,False,other Journal Article,0,0,,,False,Data availability Underlying data No data are associated with this article.
PMC12519362,41098374,10.1136/bmjsem-2024-002102,2025,BMJ open sport & exercise medicine,Adherence to exercise rehabilitation programmes in stroke survivors: a scoping review,False,research-article Journal Article,0,0,,,False,Data availability statement All data relevant to the study are included in the article or uploaded as supplementary information. All data relevant to the study are included in the article or uploaded as supplementary information.
PMC12620584,41257245,10.2147/ppa.s549332,2025,Patient preference and adherence,Why We Keep Going: A Qualitative Longitudinal Study of the Motivation and Engagement Among Patients with COPD During a Long-Term Danish Tele-Rehabilitation Program,False,research-article Journal Article,0,0,,,False,"Data Sharing Statement Data access in Denmark is under strict juristic data protection law as imposed by the Danish Ministry of Justice. Any possible access or sharing demands a part application to: (1) Danish Data Protection Agency (email: dt@datatilsynet.dk), (2) Ethics Committee of the Capital Region (email: vek@regionh.dk), (3) National Health Data Authorities (email: kontakt@sundhedsdata.dk). Only if the applications are approved will the data be considered available for sharing."
PMC11899170,40075330,10.1186/s12883-025-04039-1,2025,BMC neurology,Stigmatizing attitudes toward people with migraine by people without active migraine: results of the OVERCOME (US) study,False,research-article Journal Article Observational Study,0,0,,,False,"Data availability Lilly will provide access to anonymized individual participant data collected during the study. The data will be available to request on vivli.org after the study team has completed analyses and publications. Access will be provided after a proposal has been approved by an independent review committee identified for this purpose and after receipt of a signed data sharing agreement. After a proposal is approved, data and documents, including the study protocol, will need to be provided in a secure data sharing environment. For details on submitting a request, see the instructions provided at www.vivli.org ."
PMC12161382,40499960,10.1136/bmjopen-2025-103763,2025,BMJ open,Development of a Physical Activity Maintenance intervention for people with PERsistent musculoskeletal pain (PAMPER): a mixed-methods study protocol,False,Clinical Trial Protocol research-article Journal Article,0,0,,,False,
PMC11967180,39666956,10.1093/pm/pnae126,2025,"Pain medicine (Malden, Mass.)",The efficacy of an interdisciplinary pain management program for complex regional pain syndrome compared to low back pain and chronic widespread pain: an observational study,False,Comparative Study research-article Journal Article Observational Study,0,0,,,False,
PMC12286565,40669044,10.2196/71385,2025,JMIR serious games,Exergaming System for Exercise-Based Cardiac Rehabilitation in Patients With Heart Failure: Development and Usability Assessment Study of a Device Prototype,False,research-article Journal Article,0,0,,,False,The data collected and used for the analysis in this study are openly available in the Zenodo repository at [ 50 54 55 ]. All relevant data supporting the findings are either included in the main manuscript or accessible via this public repository. No restrictions apply to data access.
PMC11969602,40180380,10.1136/bmjopen-2024-089305,2025,BMJ open,Patient decision aids for hip and knee arthroplasty decision-making: a scoping review protocol,False,research-article Journal Article,0,0,,,False,
PMC12312513,40739574,10.1186/s12998-025-00592-1,2025,Chiropractic & manual therapies,Prognostic ability of the sTarT back screening tool for disability and pain intensity outcomes in older adults with low back pain seeking chiropractic care: a multi-national external validation study,False,"Research Support, Non-U.S. Gov't research-article Validation Study Jou",0,0,,,False,Data availability No datasets were generated or analysed during the current study.
PMC12105042,40202278,10.23736/s1973-9087.25.08669-1,2025,European journal of physical and rehabilitation medicin,International stakeholder consultation on models of rehabilitation service delivery to foster healthy ageing: results of a cross-sectional survey involving 124 countries and all World Health Organizat,False,research-article Journal Article Observational Study,0,0,,,True,Data availability The data associated with the paper are not publicly available but are available from the corresponding author on reasonable request. The data associated with the paper are not publicly available but are available from the corresponding author on reasonable request.
PMC11896562,40036649,10.2196/60185,2025,JMIR serious games,Effect of a Gamified Family-Based Exercise Intervention on Adherence to 24-Hour Movement Behavior Recommendations in Preschool Children: Single-Center Pragmatic Trial,False,research-article Journal Article,0,0,,,True,"Data are available from the corresponding author on reasonable request from January 1, 2026."
PMC12902743,40583777,10.1111/aor.15050,2025,Artificial organs,Neurophysiological Effect of Transcutaneous Electrical Spinal Cord Stimulation in Chronic Complete Spinal Cord Injury,False,Clinical Trial research-article Journal Article,0,0,,,False,
PMC11716115,39780268,10.1186/s13063-024-08660-2,2025,Trials,"Twenty-four weeks of combined training in different environments, aquatic and land, in the type 2 diabetes management (Aquatic and Land Exercise for Diabetes -ALED): protocol of a randomized clinical ",False,Clinical Trial Protocol research-article Journal Article,0,0,,,False,"Data Availability Statement All materials described in the manuscript, including all relevant raw data, will be freely available to any scientist who wishes to use them for non-commercial purposes without violating the confidentiality of participants. All materials described in the manuscript, including all relevant raw data, will be freely available to any scientist who wishes to use them for non-commercial purposes without violating the confidentiality of participants. All materials described in the manuscript, including all relevant raw data, will be freely available to any scientist who wishes to use them for non-commercial purposes without violating the confidentiality of participants."
PMC11834710,39109799,10.1210/clinem/dgae547,2025,The Journal of clinical endocrinology and metabolism,Effects of Exercise on Bone Marrow Adipose Tissue in Children With Overweight/Obesity: Role of Liver Fat,False,Clinical Trial research-article Multicenter Study Journal Article,0,0,,,True,"Data Availability Statement Due to privacy concerns, the data sets used in this study are not publicly available. However, specific datasets can be made available on request for academic use only for 36 months from the date of publication, following deidentification. Proposals should be directed to idoia.labayen@unavarra.es . On proposal acceptance, requestors will be granted access to the data after signing a data access agreement. Due to privacy concerns, the data sets used in this study are not publicly available. However, specific datasets can be made available on request for academic use only for 36 months from the date of publication, following deidentification. Proposals should be directed to idoia.labayen@unavarra.es . On proposal acceptance, requestors will be granted access to the data after signing a data access agreement. Due to privacy concerns, the data sets used in this study are not publicly available. However, specific datasets can be made available on request for acad"
PMC11083025,38730710,10.3390/cancers16091758,2024,Cancers,Building a Bridge to Community: A Pragmatic Randomized Trial Examining a Combined Physical Therapy and Resistance Exercise Intervention for People after Head and Neck Cancer,False,research-article Journal Article,0,0,,,False,Data Availability Statement Data will be accessible on request via the University of Alberta Cancer Rehabilitation Clinic Dataverse at: https://borealisdata.ca/privateurl.xhtml?token=077a9a24-fbed-409a-b69f-0891158bf684 .; Accessed 20 April 2024.
PMC11086504,38692725,10.1136/bmjopen-2023-078105,2024,BMJ open,Chiropractic spinal manipulation and likelihood of tramadol prescription in adults with radicular low back pain: a retrospective cohort study using US data,False,research-article Journal Article,0,0,,,False,"Data Availability Statement Data are available in a public, open access repository. Minimal, de-identified, aggregated datasets that support the findings of this study are openly available in Figshare at: https://doi.org/10.6084/m9.figshare.24539908 (baseline characteristics), https://doi.org/10.6084/m9.figshare.24539917 (cumulative incidence data) and https://doi.org/10.6084/m9.figshare.24539920 (propensity score density data). Data are available in a public, open access repository. Minimal, de-identified, aggregated datasets that support the findings of this study are openly available in Figshare at: https://doi.org/10.6084/m9.figshare.24539908 (baseline characteristics), https://doi.org/10.6084/m9.figshare.24539917 (cumulative incidence data) and https://doi.org/10.6084/m9.figshare.24539920 (propensity score density data). Data are available in a public, open access repository. Minimal, de-identified, aggregated datasets that support the findings of this study are openly available i"
PMC11171699,38893726,10.3390/diagnostics14111200,2024,"Diagnostics (Basel, Switzerland)",Management and Rehabilitative Treatment in Osteoarthritis with a Novel Physical Therapy Approach: A Randomized Control Study,False,research-article Journal Article,0,0,,,True,Data Availability Statement All data are available upon request to the corresponding author.
PMC11312969,39124753,10.3390/jcm13154485,2024,Journal of clinical medicine,Reduced Cervical Muscle Fat Infiltrate Is Associated with Self-Reported Recovery from Chronic Idiopathic Neck Pain Over Six Months: A Magnetic Resonance Imaging Longitudinal Cohort Study,False,research-article Journal Article,0,0,,,False,"Data Availability Statement The original contributions presented in the study, including the data file used for analysis, are included in the Supplementary Material (Data S1) ; further inquiries can be directed to the corresponding author/s. The original contributions presented in the study, including the data file used for analysis, are included in the Supplementary Material (Data S1) ; further inquiries can be directed to the corresponding author/s. The original contributions presented in the study, including the data file used for analysis, are included in the Supplementary Material (Data S1) ; further inquiries can be directed to the corresponding author/s."
PMC11581240,39570872,10.1371/journal.pone.0311947,2024,PloS one,Association of intra-articular injection and knee arthroscopy prior to primary knee replacement with the timing and outcomes of surgery: Retrospective cohort study using data from the Clinical Practic,False,research-article Journal Article,0,0,,,False,"Electronic health records are, by definition, considered sensitive data in the UK by the Data Protection Act and cannot be shared via public deposition because of information governance restriction in place to protect patient confidentiality. Access to data is available once approval has been obtained through the individual constituent entities controlling access to the data. The primary care data can be requested via application to the Clinical Practice Research Datalink, secondary care data can be requested via application to the Hospital Episode Statistics from the UK Health and Social Care Information Centre, and mortality data are available by application to the UK Office for National Statistics. Alternatively, access to secondary care data and mortality data is available through linkage requested upon application for primary care data to the Clinical Practice Research Datalink. Information regarding linkage is available from: https://www.cprd.com/linked-data ( https://www.cprd.co"
PMC10936852,38478497,10.1371/journal.pone.0299719,2024,PloS one,Cross-cultural adaptation and validation of the Lithuanian version of the Spine Functional Index,False,research-article Journal Article Observational Study,0,0,,,False,Data Availability Statement All XLSX files are available from the Figshare database through this link: https://doi.org/10.6084/m9.figshare.20182271.v1 All XLSX files are available from the Figshare database through this link: https://doi.org/10.6084/m9.figshare.20182271.v1 All XLSX files are available from the Figshare database through this link: https://doi.org/10.6084/m9.figshare.20182271.v1
PMC12101865,39110872,10.5281/zenodo.10278136,2024,Revista medica del Instituto Mexicano del Seguro Social,[Dietary inflammatory index related to knee osteoarthritis symptomatology],False,research-article Journal Article English Abstract Observational Study,0,0,,,False,
PMC10927125,38466710,10.1371/journal.pone.0299159,2024,PloS one,Association between chiropractic spinal manipulation and cauda equina syndrome in adults with low back pain: Retrospective cohort study of US academic health centers,False,"Research Support, Non-U.S. Gov't research-article Journal Article Rese",0,0,,,False,"The minimal, de-identified, aggregated data used to describe baseline characteristics, our primary outcome, and plot propensity score density curves and cumulative incidence are available in figshare ( https://doi.org/10.6084/m9.figshare.24654396 ). The minimal, de-identified, aggregated data used to describe baseline characteristics, our primary outcome, and plot propensity score density curves and cumulative incidence are available in figshare ( https://doi.org/10.6084/m9.figshare.24654396 )."
PMC11472946,39401188,10.1371/journal.pone.0311524,2024,PloS one,Acute cardiovascular responses of postmenopausal women to resistance training sessions differing in set configuration: A study protocol for a crossover trial,False,Clinical Trial Protocol research-article Journal Article,0,0,,,False,"Data Availability Statement The original contributions of the study will be publicly available. These data will be stored in a European data repository (i.e., Zenodo) upon project completion, ( https://zenodo.org/communities/udc/?page=1&amp;size=20&amp;size=20 ). The original contributions of the study will be publicly available. These data will be stored in a European data repository (i.e., Zenodo) upon project completion, ( https://zenodo.org/communities/udc/?page=1&amp;size=20&amp;size=20 ). The original contributions of the study will be publicly available. These data will be stored in a European data repository (i.e., Zenodo) upon project completion, ( https://zenodo.org/communities/udc/?page=1&amp;size=20&amp;size=20 )."
PMC11649133,39680551,10.1371/journal.pone.0315345,2024,PloS one,Psycho-physical interactions in Parkinson's Disease: Protocol for a prospective observational cohort study,False,research-article Journal Article,0,0,,,False,Deidentified research data will be made publicly available when the study is completed and published. Deidentified research data will be made publicly available when the study is completed and published.
PMC11078397,38717997,10.1371/journal.pone.0302477,2024,PloS one,Effect of an eight-week high-intensity interval training programme on circulating sphingolipid levels in middle-aged adults at elevated cardiometabolic risk (SphingoFIT)-Protocol for a randomised cont,False,"Clinical Trial Protocol Research Support, Non-U.S. Gov't research-arti",0,0,,,False,Data Availability Statement No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion. Deidentified research data will be made publicly available when the study is completed and published. No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion. Deidentified research data will be made publicly available when the study is completed and published. No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion. Deidentified research data will be made publicly available when the study is completed and published.
PMC10860075,38316587,10.1136/bmjopen-2023-078958,2024,BMJ open,Implementing a contextually appropriate foot-ankle exercise programme in primary care for the prevention of modifiable risk factors for ulcers in people with diabetes: protocol for a hybrid type 2 stu,False,"Clinical Trial Protocol Research Support, Non-U.S. Gov't research-arti",0,0,,,False,
PMC11086497,38719328,10.1136/bmjopen-2023-078104,2024,BMJ open,EvolvRehab-MoveWell telerehabilitation for stroke survivors: study protocol for a feasibility with embedded initial proof-of-concept study,False,"Clinical Trial Protocol Research Support, Non-U.S. Gov't research-arti",0,0,,,False,
PMC11464758,39384815,10.1038/s41533-024-00387-6,2024,NPJ primary care respiratory medicine,"Referral to pulmonary rehabilitation and palliative care services in people with idiopathic pulmonary fibrosis in England, 2010-2019",False,"Research Support, Non-U.S. Gov't research-article Journal Article",0,0,,,True,"Data Availability Statement Data are available on request from the CPRD. Their provision requires the purchase of a license, and this license does not permit the authors to make them publicly available to all. This work used data from the version collected in February 2022. To allow identical data to be obtained by others, via the purchase of a license, the code lists will be provided upon request. Licenses are available from the CPRD ( http://www.cprd.com ): The Clinical Practice Research Datalink Group, The Medicines and Healthcare products Regulatory Agency, 10 South Colonnade, Canary Wharf, London E14 4PU. Data are available on request from the CPRD. Their provision requires the purchase of a license, and this license does not permit the authors to make them publicly available to all. This work used data from the version collected in February 2022. To allow identical data to be obtained by others, via the purchase of a license, the code lists will be provided upon request. Licenses"
PMC10882710,38390198,10.3389/fendo.2024.1288170,2024,Frontiers in endocrinology,Smoking and BMI mediate the causal effect of education on lower back pain: observational and Mendelian randomization analyses,False,"Research Support, Non-U.S. Gov't research-article Journal Article Obse",0,0,,,False,Data Availability Statement The original contributions presented in the study are included in the article/ Supplementary Material . Further inquiries can be directed to the corresponding authors. The original contributions presented in the study are included in the article/ Supplementary Material . Further inquiries can be directed to the corresponding authors. The original contributions presented in the study are included in the article/ Supplementary Material . Further inquiries can be directed to the corresponding authors.
PMC10777506,38200469,10.1186/s12891-024-07166-x,2024,BMC musculoskeletal disorders,Association between spinal manipulative therapy and lumbar spine reoperation after discectomy: a retrospective cohort study,False,research-article Journal Article,0,0,,,False,"Data availability Minimal, aggregate, de-identified datasets used to report our key outcomes and plot cumulative incidence and propensity score density are available in the Figshare repository (10.6084/m9.figshare.24769767)."
PMC11345227,39188803,10.3389/fpubh.2024.1447649,2024,Frontiers in public health,"Lifestyles and academic stress among health sciences students at the National University of Chimborazo, Ecuador: a longitudinal study",False,research-article Journal Article Observational Study,0,0,,,False,"Data availability statement The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation. The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation."
PMC11286269,38450425,10.1152/japplphysiol.00820.2023,2024,"Journal of applied physiology (Bethesda, Md. : 1985)",Joint angle-specific neuromuscular time course of recovery after isometric resistance exercise at shorter and longer muscle lengths,False,"Clinical Trial Research Support, Non-U.S. Gov't research-article Journ",0,0,,,True,Data Availability Statement Data are available upon request. Data are available upon request. Data are available upon request.
PMC11349297,39190027,10.7554/elife.96535,2024,eLife,Serum proteomic profiling of physical activity reveals CD300LG as a novel exerkine with a potential causal link to glucose homeostasis,False,Controlled Clinical Trial research-article Journal Article,0,0,,,False,"Data Availability Statement mRNA sequencing data from MyoGlu can be found at https://exchmdpmg.medsch.ucla.edu/app/ as well as in GSE227419. Secretory proteins are available in the MetazSecKB data base at http://proteomics.ysu.edu/secretomes/animal/ . The human serum proteomic NAFLD signature is available in the study of Govaere et al., 2023 . Expression profiles in human liver cells are available in the Human Liver Cell Atlas Aizarani et al., 2019 . Data obtained from the UK biobank (Olink explore 1536 and measures of physical activity Cassidy et al., 2016 can be found at https://biobank.ndph.ox.ac.uk/ukb/ . Glucometabolic outcomes used in MR analyses are available at: http://magicinvestigators.org/ Chen et al., 2021 . Data from the GD-CAT database Zhou et al., 2024 is available from: https://pipeline.biochem.uci.edu/gtex/demo2/ . Mice exercise data are available at https://motrpac-data.org/ and knock-out data at https://www.mousephenotype.org/ . CD300LG expression values from a human"
PMC10820544,38276256,10.3390/life14010007,2023,"Life (Basel, Switzerland)",Fascia Tissue Manipulations in Chronic Low Back Pain: A Pragmatic Comparative Randomized Clinical Trial of the 4xT Method<sup>®</sup> and Exercise Therapy,False,research-article Journal Article,0,0,,,False,"Data Availability Statement On request, the corresponding author will provide access to data used in this work. Due to ethical constraints, data are not publicly accessible."
PMC10823263,38081728,10.3352/jeehp.2023.20.36,2023,Journal of educational evaluation for health profession,"Use of learner-driven, formative, ad-hoc, prospective assessment of competence in physical therapist clinical education in the United States: a prospective cohort study",False,research-article Journal Article Observational Study,0,0,,,False,
PMC11263908,39045032,10.12688/hrbopenres.13796.2,2023,HRB open research,An EDucation and eXercise intervention for gluteal tendinopathy in an Irish setting: a protocol for a feasibility randomised clinical trial (LEAP-Ireland RCT),False,other Journal Article,0,0,,,False,Data availability Underlying data No data are associated with this article.
PMC10298318,37372826,10.3390/healthcare11121708,2023,"Healthcare (Basel, Switzerland)",Effects of Combined Training Programs in Individuals with Fibromyalgia: A Systematic Review,False,review-article Review Journal Article,0,0,,,False,Data Availability Statement Not applicable.
PMC10582853,37844981,10.1136/bmjopen-2023-073378,2023,BMJ open,"<b>B</b>rain connectivity-guided, Optimised theta burst transcranial magnetic stimulation to improve Central Pain Modulation in knee Osteoarthritis Pain (BoostCPM): protocol of a pilot randomised clin",False,"Clinical Trial Protocol Research Support, Non-U.S. Gov't research-arti",0,0,,,False,
PMC11016165,38618016,10.12688/f1000research.141553.3,2023,F1000Research,Efficacy of Dashmool Vasti as an adjuvant therapy with the standard of care (modern + physiotherapy) in the rehabilitation of stroke as compared to standard of care - a clinical trial protocol,False,Clinical Trial Protocol other Journal Article,0,0,,,False,Data availability No data are associated with this article. Reporting guidelines Figshare: SPIRIT checklist for ‘Efficacy of Dashmool Basti as an adjuvant therapy with the standard of care (modern + physiotherapy) in the rehabilitation of stroke as compared to standard of care – a clinical trial protocol’. https://doi.org/10.6084/m9.figshare.24488059 . Data are available under the terms of the Creative Commons Zero “No rights reserved” data waiver (CC0 1.0 Public domain dedication). No data are associated with this article.
PMC10560838,37818279,10.1016/j.ocarto.2023.100411,2023,Osteoarthritis and cartilage open,Usage of guideline-adherent core treatments for knee osteoarthritis before and after consulting an orthopaedic surgeon: A prospective cohort study,False,research-article Journal Article,0,0,,,False,
PMC9847074,36653858,10.1186/s40814-023-01242-0,2023,Pilot and feasibility studies,Personalised exercise therapy and self-management support for people with multimorbidity: feasibility of the MOBILIZE intervention,False,research-article Journal Article,0,0,,,False,Data Availability Statement Any data not represented in the manuscript or additional file is available from the first author upon reasonable request. Any data not represented in the manuscript or additional file is available from the first author upon reasonable request. Any data not represented in the manuscript or additional file is available from the first author upon reasonable request.
PMC9975543,36875037,10.3389/fphys.2023.1077078,2023,Frontiers in physiology,Changes in cardiovascular-health blood biomarkers in response to exercise intervention among older adults with cognitive frailty: A scoping review,False,Scoping Review systematic-review Journal Article,0,0,,,False,Data availability statement The original contributions presented in the study are included in the article/Supplementary Material; further inquiries can be directed to the corresponding author. The original contributions presented in the study are included in the article/Supplementary Material; further inquiries can be directed to the corresponding author.
PMC10456465,37629651,10.3390/medicina59081361,2023,"Medicina (Kaunas, Lithuania)",Correlating Eye-Tracking Fixation Metrics and Neuropsychological Assessment after Ischemic Stroke,False,research-article Journal Article,0,0,,,False,Data Availability Statement Data will be deposited into Harvard Dataverse. Data will be deposited into Harvard Dataverse. Data will be deposited into Harvard Dataverse.
PMC11406135,39291140,10.12688/f1000research.138127.2,2023,F1000Research,Lower limb rehabilitation using modified constraint-induced movement therapy and motor relearning program on balance and gait in sub-acute hemiplegic stroke: a comparative study,False,Clinical Trial Protocol other Journal Article,0,0,,,False,Data availability Underlying data No data are associated with this article.
