pmcid,pmid,doi,year,journal,title,is_rct,n_code,n_data,code_urls,data_urls,on_request_only,das
PMC6693386,31440197,10.3389/fneur.2019.00743,2019,Front Neurol,"An Introduction to Software Tools, Data, and Services for Geospatial Analysis of Stroke Services",False,1,0,github.com/richardbeare/geospatialstroke,,False,Data Availability Statement Publicly available datasets were analyzed in this study. The data and code can be found here: https://github.com/richardbeare/GeospatialStroke/archive/master.zip .
PMC4646495,26569608,10.1371/journal.pone.0142029,2015,PLoS One,The Virtual Teacher (VT) Paradigm: Learning New Patterns of Interpersonal Coordination Using the Human Dynamic Clamp,False,1,0,github.com/crowd-coordination/web-vpi,,False,All data files are available from the http://figshare.com/ database (accession number(s) http://dx.doi.org/10.6084/m9.figshare.1579105 ).
PMC13160342,42113766,10.1371/journal.pone.0347321,2026,PLoS One,"The effectiveness of Chuna manual therapy based on radiographic malposition diagnosis in patients with non-acute low back pain: A study protocol for a randomized, assessor-blind, parallel-gr",True,0,0,,,False,"Data Availability Statement This article describes a study protocol and does not report any analyzed outcome data. No datasets were generated or analysed during the current study. All relevant information is within the manuscript and its Supporting Information files. Deidentified individual participant data and the statistical analysis code underlying the main trial results will be deposited in a public repository (e.g., Zenodo) and made openly available once the trial has been completed and the primary results have been published, in accordance with applicable ethical and legal requirements."
PMC13181870,41975488,10.1186/s13063-026-09690-8,2026,Trials,"C5-C6 and thoracic spine mobilization with postural correction exercise compared with conventional therapy in patients with adhesive capsulitis: a two-group, parallel-arm, single-blinded, ra",True,0,0,,,False,"Data availability All authors will have access to the final trial dataset. All records will be securely stored during the trial and archived according to institutional policies, with strict confidentiality maintained both during and after the study. Access to identifiable information will be restricted to study staff who require it for trial conduct. De-identified participant data, the data dictionary, and statistical code will be made available via Figshare following the completion of the study and publication process. Access to de-identified data will be open to the public or under a data use agreement, as required."
PMC13104248,41840701,10.1186/s13063-026-09433-9,2026,Trials,Effect of telerehabilitation on the treatment of chronic nonspecific low back pain in the Afro-Brazilian population: a randomized controlled trial protocol,True,0,0,,,False,Data Availability Statement The data will be made available to readers on request by e-mail.
PMC13063748,41787463,10.1186/s13063-026-09593-8,2026,Trials,The effect of an adjunct psychosomatic intervention on perceived pain in patients with musculoskeletal disorders: protocol for a randomized controlled trial,True,0,0,,,False,"Data Availability Statement Data will be stored on a server at the University Hospital Clinic Regensburg with strictly controlled access (researchers only) for ensuring confidentiality. The deidentified data collected during this study will be shared through Zenodo, a European open-access data repository."
PMC12901122,41577936,10.1038/s41598-026-36307-6,2026,Sci Rep,Interferential current stimulation during dental facial treatment improves masticatory function,True,0,0,,,False,"Data Availability Statement De-identified individual-level data, the data dictionary, and figure source data are available at Zenodo (DOI:10.5281/zenodo.18176543). The analysis code used in this study is archived at the same Zenodo record (10.5281/zenodo.18176543)."
PMC12911770,41689217,10.1136/bmjopen-2025-104871,2026,BMJ Open,"Disability severity transitions in the community-dwelling Swiss ageing population: secondary analysis of the Swiss version of the Survey of Health, Ageing and Retirement in Europe (SHARE) us",False,0,0,,,False,"Data Availability Statement Data are available in a public, open access repository."
PMC12491454,41039034,10.1038/s43856-025-01125-w,2025,Commun Med (Lond),Update of a prediction model for postoperative shoulder stiffness after arthroscopic rotator cuff repair,False,0,0,,,True,"Data Availability Statement Following a period of embargo of at least two years after the end of the study in September 2024, metadata describing the type, size, and content of the dataset will be published along with the study protocol on the open repository Zenodo ( https://zenodo.org/ ). Researchers wishing to access the full dataset will be able to file a request with the Data Access Committee of the Medical Faculty of the University of Basel (MF-DAC – email: med-dac@unibas.ch). The MF-DAC will act as an independent assessor of the request and grant access to the dataset if all ethical, legal, and scientific conditions are met. The statistical code produced to obtain the results was uploaded to Zenodo 39 , and will be made available upon request."
PMC11887536,,,2025,JBMR Plus,Abstracts of the 24th Quantitative Musculoskeletal Imaging Workshop,False,0,0,,,False,
PMC12278522,40685355,10.1186/s13063-025-08969-6,2025,Trials,PRALINE: study protocol for a phase IIb inpatient stroke rehabilitation randomized controlled trial investigating longitudinal outcomes after progressive abduction loading therapy,True,0,0,,,False,Data availability {29} The final dataset will be available to all study co-investigators.
PMC11716115,39780268,10.1186/s13063-024-08660-2,2025,Trials,"Twenty-four weeks of combined training in different environments, aquatic and land, in the type 2 diabetes management (Aquatic and Land Exercise for Diabetes -ALED): protocol of a randomized",True,0,0,,,False,"Data Availability Statement All materials described in the manuscript, including all relevant raw data, will be freely available to any scientist who wishes to use them for non-commercial purposes without violating the confidentiality of participants."
PMC12142869,40474104,10.1186/s12891-025-08818-2,2025,BMC Musculoskelet Disord,Implant-free loop tenodesis compared to arthroscopic anchor tenodesis for the treatment of long head of biceps tendon disorders (LOOPTEN trial): study protocol for a multi-center non-inferio,True,0,0,,,False,Data availability No datasets were generated or analysed during the current study.
PMC10869346,38360835,10.1038/s41597-024-03030-8,2024,Sci Data,"Assessment of Self-report, Palpation, and Surface Electromyography Dataset During Isometric Muscle Contraction",False,0,0,,,False,"Data Availability Statement The custom-written code used for data acquisition and analysis in this paper can be downloaded from figshare 60 . The provided files contain the necessary scripts and functions for data acquisition and signal processing. • readme.pdf with instructions about loading the dataset, running the code, and code execution. • SciDataEMG contains: - Code ( SciDataEMG.m ) - The .mat files in the SciData dataset ( SubGroup1.mat , SubGroup2.mat , SubGroup3.mat ) contain summarized or processed data, which can be loaded into Matlab for further analysis and visualization. To facilitate data management and analysis, the data from all thirty participants were consolidated into a summarized format using Matlab. The raw sEMG time and signal data for each subgroup of participants were saved in a .mat file (e.g., SciData/RawEMGData/MatlabData/SubGroup1.mat ) for computational effi"
PMC11234679,38987786,10.1186/s13063-024-08306-3,2024,Trials,Comparison of the effect of combined usage of povidone-iodine irrigation and topical vancomycin powder to the use of povidone-iodine irrigation alone on the periprosthetic joint infection in,True,0,0,,,False,"Data Availability Statement During the trial, only the PI (MK), two study coordinators (KE and MB), and one co-investigator dedicated to auditing the trial (PR) will have access to the trial dataset, including the personal data of participants and their intervention assignment. Also, if needed, the Bioethics Committee at the Kuyavian-Pomeranian District Medical Chamber in Torun, Poland, will have access to the dataset to monitor the study’s conduct and ensure compliance with ethical standards. The other co-investigators (PŚ, MS), involving the person responsible for statistical analysis (AK), will have access to the trial dataset in an anonymized form and without information concerning which group was assigned to which intervention. After finalizing the trial, the anonymized dataset will be available in a public, open-access repository. The needed details on how to access the data, like "
PMC11665861,39652765,10.1073/pnas.2410750121,2024,Proc Natl Acad Sci U S A,"AI-boosted and motion-corrected, wireless near-infrared sensing system for continuously monitoring laryngeal muscles",False,0,0,,,False,"Data Availability Statement All raw data, analysis code, firmware code data have been deposited in Zenodo ( 50 )."
PMC10949634,38500191,10.1186/s13063-024-07998-x,2024,Trials,The IMPROVE trial: study protocol for a pragmatic cluster randomised controlled trial to assess the effectiveness of using lay health workers to improve uptake and completion of pulmonary re,True,0,0,,,False,"Availability of data and materials Data will be available after the end of the trial. King’s College London operates a research data repository, King’s Open Research Data System (KORDS), based on the Figshare® data repository system."
PMC10382414,37351614,10.1007/s00198-023-06827-2,2023,Osteoporos Int,"Real-world evidence: new opportunities for osteoporosis research. Recommendations from a Working Group from the European Society for Clinical and Economic Aspects of Osteoporosis, Osteoarthr",False,0,0,,,False,
PMC10400934,37547788,10.12688/f1000research.75667.1,2022,F1000Res,Care-seeking behaviour of adolescents with patellofemoral pain: a retrospective cohort study,True,0,0,,,False,Data Availability Statement Underlying data Harvard Dataverse: [Data regarding adolescents with patellofemoral pain] https://doi.org/10.7910/DVN/GW3JKL 38 The project contains the following underlying data: - Clinical pathway data_anonymized_only english.xls (raw anonymized data from questionnaires)
PMC9587548,36273210,10.1186/s13063-022-06832-6,2022,Trials,Home-based intensive treatment of chronic radiation-associated dysphagia in head and neck cancer survivors (HIT-CRAD trial),False,0,0,,,False,Availability of data and materials {29} The dataset will be kept by the research team after finishing the study. All Principal Investigators will have access to the collected dataset. The data will not be made publicly available since they will contain patient data. The datasets are available from the corresponding author on reasonable request.
PMC9437413,36056372,10.1186/s13063-022-06578-1,2022,Trials,"Enhancing COVID Rehabilitation with Technology (ECORT): protocol for an open-label, single-site randomized controlled trial evaluating the effectiveness of electronic case management for ind",True,0,0,,,False,"Availability of data and materials {29} The Principal Investigator will retain ownership of the dataset through the 10-year archiving period. Once the primary outcomes manuscript is published, the anonymized data set will be shared on an open access platform, such as Open Science Framework or Zenodo. Prior to this, any data required to support the protocol can be supplied upon request to the Principal Investigator (SH)."
PMC6694449,31448107,10.12688/f1000research.19570.2,2019,F1000Res,Pragmatic Home-Based Exercise after Total Hip Arthroplasty - Silkeborg: Protocol for a prospective cohort study (PHETHAS-1),False,0,0,,,False,Data availability Underlying data No underlying data are associated with this article.
PMC6923364,31857587,10.1038/s41467-019-13695-0,2019,Nat Commun,Enhancing plasticity in central networks improves motor and sensory recovery after nerve damage,False,0,0,,,True,"Data Availability Statement All data generated during and/or analyzed during the current study are available in the supplementary materials. Analysis code is available upon request. Electron microscopy images are available at the following links: 10.6084/m9.figshare.8239751, 10.6084/m9.figshare.8239694, 10.6084/m9.figshare.8239754. The source data underlying Figs. 2a –d, 3a –d, 4b , d , e –g, 5a–e , Supplementary Figs. 3 , 5 , 7 , 9 , 10 , 11 , 14 , 15 , 17 , 18 , and 20 are provided as a Source Data file."
PMC6120650,30173163,10.1136/bmjopen-2018-023770,2018,BMJ Open,The role of osteopathy in the Swiss primary health care system: a practice review,False,0,0,,,False,
